restaurantId,outletId,restaurantName,category,priceLevel,website,status,displayOrder,images
citygate-outlets-moccato,citygate-outlets,Moccato,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/moccato,active,31,
citygate-outlets-moon-lok-chiu-chow,citygate-outlets,Moon Lok Chiu Chow,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/moon-lok-chiu-chow2,active,32,
citygate-outlets-nabe-urawa,citygate-outlets,Nabe Urawa,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/nabe-urawa,active,33,
citygate-outlets-nha-trang-vietnamese-cuisine,citygate-outlets,Nha Trang Vietnamese Cuisine,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/nha-trang,active,34,
citygate-outlets-oolaa,citygate-outlets,Oolaa,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/oolaa-tung-chung,active,35,
citygate-outlets-oreryu-shio-ramen,citygate-outlets,Oreryu Shio Ramen,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/oreryu-shio-ramen,active,36,
citygate-outlets-outback-steakhouse,citygate-outlets,Outback Steakhouse,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/outback-steakhouse,active,37,
citygate-outlets-paradise-dynasty,citygate-outlets,Paradise Dynasty,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/paradise-dynasty,inactive,38,
citygate-outlets-pho-le,citygate-outlets,Pho Le,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/pho-le-200197,active,39,
citygate-outlets-pizzaexpress,citygate-outlets,PizzaExpress,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/pizza-express,active,40,
citygate-outlets-pret-a-manger,citygate-outlets,Pret A Manger,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/pret-a-manger,active,41,
citygate-outlets-que,citygate-outlets,QUE,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/que,active,42,
citygate-outlets-shabu-days-by-mou-mou-club,citygate-outlets,Shabu Days by Mou Mou Club,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/shabu-days-by-mou-mou-club-200538,active,43,
citygate-outlets-shake-shack,citygate-outlets,Shake Shack,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/shake-shack,active,44,
citygate-outlets-shokudo-wara,citygate-outlets,Shokudo Wara,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/shokudo-wara-200560,active,45,
citygate-outlets-silk,citygate-outlets,Silk.,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/silk-200639,active,46,
citygate-outlets-starbucks-reservetm,citygate-outlets,Starbucks Reserve™,Cafe,,https://www.citygateoutlets.com.hk/en/dine/starbucks-reserve,active,47,
citygate-outlets-teawood-taiwanese-cafe-and-restaurant,citygate-outlets,TeaWood Taiwanese Cafe & Restaurant,Cafe,,https://www.citygateoutlets.com.hk/en/dine/teawood,active,48,
citygate-outlets-tenren-s-tea,citygate-outlets,TenRen's Tea,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/tenren-tea,active,49,
citygate-outlets-the-enclave,citygate-outlets,The Enclave,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/the-enclave,active,50,
citygate-outlets-the-pavilion,citygate-outlets,The Pavilion,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/the-pavilion,active,51,
citygate-outlets-tsujihan,citygate-outlets,TSUJIHAN,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/tsujihan-200293,active,52,
citygate-outlets-venchi,citygate-outlets,Venchi,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/venchi,active,53,
citygate-outlets-watson-s-wine,citygate-outlets,Watson's Wine,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/watsons-wine-cellar,active,54,
citygate-outlets-xihe-ya-yuan,citygate-outlets,XIHE YA YUAN,Food & Beverages,,https://www.citygateoutlets.com.hk/en/dine/xihe-ya-yuan,active,55,
mitsui-outlet-park-linkou-00540,mitsui-outlet-park-linkou,Kura Sushi,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,1,
mitsui-outlet-park-linkou-70190,mitsui-outlet-park-linkou,Meet Fresh,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,2,
mitsui-outlet-park-linkou-00111,mitsui-outlet-park-linkou,Donq,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,3,
mitsui-outlet-park-linkou-70390,mitsui-outlet-park-linkou,The Secret Cake,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,4,
mitsui-outlet-park-linkou-10120,mitsui-outlet-park-linkou,春水堂,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,5,
mitsui-outlet-park-linkou-10241,mitsui-outlet-park-linkou,Starbucks,Cafe,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,6,
mitsui-outlet-park-linkou-11180,mitsui-outlet-park-linkou,Godiva,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,7,
mitsui-outlet-park-linkou-11360,mitsui-outlet-park-linkou,Paul,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,8,
mitsui-outlet-park-linkou-20100,mitsui-outlet-park-linkou,Shin Yeh Cusine,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,9,
mitsui-outlet-park-linkou-20110,mitsui-outlet-park-linkou,Dian Shui Luo,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,10,
mitsui-outlet-park-linkou-20140,mitsui-outlet-park-linkou,靜岡勝政日式豬排,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,11,
mitsui-outlet-park-linkou-20150,mitsui-outlet-park-linkou,CoCo壱番屋,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,12,
mitsui-outlet-park-linkou-20160,mitsui-outlet-park-linkou,Kanpai,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,13,
mitsui-outlet-park-linkou-20180,mitsui-outlet-park-linkou,Tonchin Ramen,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,14,
mitsui-outlet-park-linkou-20210,mitsui-outlet-park-linkou,Turuhashifugetsu,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,15,
mitsui-outlet-park-linkou-20410,mitsui-outlet-park-linkou,四川吳抄手,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,16,
mitsui-outlet-park-linkou-20430,mitsui-outlet-park-linkou,Grazie,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,17,
mitsui-outlet-park-linkou-20454,mitsui-outlet-park-linkou,bibimbap & korea BBQ ビビﾑ,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,18,
mitsui-outlet-park-linkou-20457,mitsui-outlet-park-linkou,Chang Kee's Hainan Chi-fan,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,19,
mitsui-outlet-park-linkou-20459,mitsui-outlet-park-linkou,金子半之助,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,20,
mitsui-outlet-park-linkou-20462,mitsui-outlet-park-linkou,宮武讃岐烏龍麵,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,21,
mitsui-outlet-park-linkou-21260,mitsui-outlet-park-linkou,Kua `Aina,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,22,
mitsui-outlet-park-linkou-21270,mitsui-outlet-park-linkou,Japoli,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,23,
mitsui-outlet-park-linkou-21280,mitsui-outlet-park-linkou,J.S. FOODIES TOKYO,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,24,
mitsui-outlet-park-linkou-20464,mitsui-outlet-park-linkou,31冰淇淋,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,25,
mitsui-outlet-park-linkou-70120,mitsui-outlet-park-linkou,翰林茶棧,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,26,
mitsui-outlet-park-linkou-70370,mitsui-outlet-park-linkou,Häagen-Dazs 哈根達斯,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,27,
mitsui-outlet-park-linkou-70360,mitsui-outlet-park-linkou,beard papa’s,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,28,
mitsui-outlet-park-linkou-00118,mitsui-outlet-park-linkou,炸牛 元村,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,29,
mitsui-outlet-park-linkou-20465,mitsui-outlet-park-linkou,于記杏仁,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,30,
mitsui-outlet-park-linkou-20460,mitsui-outlet-park-linkou,飛機河粉,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,31,
mitsui-outlet-park-linkou-20200,mitsui-outlet-park-linkou,點點心,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,32,
mitsui-outlet-park-linkou-20090,mitsui-outlet-park-linkou,但馬屋,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,33,
mitsui-outlet-park-linkou-20240,mitsui-outlet-park-linkou,韓國一隻雞,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,34,
mitsui-outlet-park-linkou-20458,mitsui-outlet-park-linkou,牛品牛排專門店,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,35,
mitsui-outlet-park-linkou-20456,mitsui-outlet-park-linkou,太陽蕃茄拉麵,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,36,
mitsui-outlet-park-linkou-20453,mitsui-outlet-park-linkou,一風堂,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,37,
mitsui-outlet-park-linkou-20466,mitsui-outlet-park-linkou,粟米肉粒,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,38,
mitsui-outlet-park-linkou-20455,mitsui-outlet-park-linkou,加加港味,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,39,
mitsui-outlet-park-linkou-20230,mitsui-outlet-park-linkou,彩豚屋,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,40,
mitsui-outlet-park-linkou-20451,mitsui-outlet-park-linkou,肉のはせ川,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,41,
mitsui-outlet-park-linkou-6e888b67ad17,mitsui-outlet-park-linkou,武藏野麵包(期間限定店),Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,42,
mitsui-outlet-park-linkou-50090,mitsui-outlet-park-linkou,PRESERVE,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,43,
mitsui-outlet-park-linkou-50100,mitsui-outlet-park-linkou,JK STUDIO,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,44,
mitsui-outlet-park-linkou-60140,mitsui-outlet-park-linkou,The Café By 想 林口,Cafe,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,45,
mitsui-outlet-park-linkou-60180,mitsui-outlet-park-linkou,gelato pique cafe,Cafe,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,46,
mitsui-outlet-park-linkou-70080,mitsui-outlet-park-linkou,極之好味,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,47,
mitsui-outlet-park-linkou-70090,mitsui-outlet-park-linkou,林記海南雞飯,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,48,
mitsui-outlet-park-linkou-70100,mitsui-outlet-park-linkou,訪韓國傳統豆腐鍋,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,49,
mitsui-outlet-park-linkou-70110,mitsui-outlet-park-linkou,廟口鴨香飯,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,50,
mitsui-outlet-park-linkou-70130,mitsui-outlet-park-linkou,Chicken Eater,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,51,
mitsui-outlet-park-linkou-70140,mitsui-outlet-park-linkou,鰻鰻 EXPRESS,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,52,
mitsui-outlet-park-linkou-70150,mitsui-outlet-park-linkou,東京油組総本店,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,53,
mitsui-outlet-park-linkou-70160,mitsui-outlet-park-linkou,元気！もりちゃん亭,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,54,
mitsui-outlet-park-linkou-70170,mitsui-outlet-park-linkou,粕粕咖哩POPOCURRY,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,55,
mitsui-outlet-park-linkou-70180,mitsui-outlet-park-linkou,牛角次男坊,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,56,
mitsui-outlet-park-linkou-70200,mitsui-outlet-park-linkou,NARA Thai Cuisine,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,57,
mitsui-outlet-park-linkou-70210,mitsui-outlet-park-linkou,御前上茶,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,58,
mitsui-outlet-park-linkou-70230,mitsui-outlet-park-linkou,上善豆家,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,59,
mitsui-outlet-park-linkou-70240,mitsui-outlet-park-linkou,藍象廷,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,60,
mitsui-outlet-park-linkou-70250,mitsui-outlet-park-linkou,忠青商行,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,61,
mitsui-outlet-park-linkou-70260,mitsui-outlet-park-linkou,涓豆腐,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,62,
mitsui-outlet-park-linkou-70270,mitsui-outlet-park-linkou,京昌園,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,63,
mitsui-outlet-park-linkou-70280,mitsui-outlet-park-linkou,THE BBQ HOUSE,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,64,
mitsui-outlet-park-linkou-70400,mitsui-outlet-park-linkou,大阪王將,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,65,
mitsui-outlet-park-linkou-70410,mitsui-outlet-park-linkou,YAYOI彌生軒,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,66,
mitsui-outlet-park-linkou-70420,mitsui-outlet-park-linkou,得正,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,67,
mitsui-outlet-park-linkou-70430,mitsui-outlet-park-linkou,Suage北海道湯咖哩,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,68,
mitsui-outlet-park-linkou-70381,mitsui-outlet-park-linkou,武藏野の洋菓子,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,69,
mitsui-outlet-park-linkou-00700,mitsui-outlet-park-linkou,橫濱牛排,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,70,
mitsui-outlet-park-linkou-00600,mitsui-outlet-park-linkou,客美多咖啡 Komeda‘s Coffee,Cafe,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,71,
mitsui-outlet-park-linkou-21300,mitsui-outlet-park-linkou,TOASTERiA CAFE,Cafe,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,72,
mitsui-outlet-park-linkou-60010,mitsui-outlet-park-linkou,KOI PLUS,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,73,
mitsui-outlet-park-linkou-60280,mitsui-outlet-park-linkou,饗食天堂,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,74,
mitsui-outlet-park-linkou-20220,mitsui-outlet-park-linkou,創作蛋包飯蘋果樹,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,75,
mitsui-outlet-park-linkou-45dd96eda3d7,mitsui-outlet-park-linkou,窯幸福,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,76,
mitsui-outlet-park-linkou-db4aaae0db54,mitsui-outlet-park-linkou,ㄛ店,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,77,
mitsui-outlet-park-linkou-85237009dd66,mitsui-outlet-park-linkou,本氣梅酒,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,78,
mitsui-outlet-park-linkou-melons,mitsui-outlet-park-linkou,Melons,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,79,
mitsui-outlet-park-linkou-bc1c35732484,mitsui-outlet-park-linkou,心心甜心屋,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,80,
mitsui-outlet-park-linkou-20461,mitsui-outlet-park-linkou,豆腐里,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,81,
mitsui-outlet-park-linkou-0df8107515f0,mitsui-outlet-park-linkou,芋艿川,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,82,
mitsui-outlet-park-linkou-57f6215d6154,mitsui-outlet-park-linkou,艷麗,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,83,
mitsui-outlet-park-linkou-7ad9d42d8aca,mitsui-outlet-park-linkou,暮初食茶,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,84,
mitsui-outlet-park-linkou-4eed2737d0ab,mitsui-outlet-park-linkou,小鱷先生,Food & Beverages,,https://www.mitsui-shopping-park.com.tw/mop/linkou/en/shopguide.html,active,85,
siam-premium-outlets-amazon-cafe,siam-premium-outlets,AMAZON CAFÉ,Cafe,,https://www.siampremiumoutlets.com/en/store,active,1,
siam-premium-outlets-bonchon,siam-premium-outlets,BONCHON,Food & Beverages,,https://www.siampremiumoutlets.com/en/store,active,2,
siam-premium-outlets-bread-talk,siam-premium-outlets,BREAD TALK,Food & Beverages,,https://www.siampremiumoutlets.com/en/store,active,3,
siam-premium-outlets-cha-tra-mue,siam-premium-outlets,CHA TRA MUE,Food & Beverages,,https://www.siampremiumoutlets.com/en/store,active,4,
siam-premium-outlets-kfc,siam-premium-outlets,KFC,Food & Beverages,,https://www.siampremiumoutlets.com/en/store,active,5,
siam-premium-outlets-oasis-eatery-food-court,siam-premium-outlets,OASIS EATERY FOOD COURT,Food & Beverages,,https://www.siampremiumoutlets.com/en/store,active,6,
siam-premium-outlets-olino-crepe-and-tea,siam-premium-outlets,OLINO CREPE & TEA,Food & Beverages,,https://www.siampremiumoutlets.com/en/store,active,7,
siam-premium-outlets-s-and-p,siam-premium-outlets,S&P,Food & Beverages,,https://www.siampremiumoutlets.com/en/store,active,8,
siam-premium-outlets-starbucks,siam-premium-outlets,STARBUCKS,Cafe,,https://www.siampremiumoutlets.com/en/store,active,9,
siam-premium-outlets-sushi-plus,siam-premium-outlets,SUSHI PLUS,Food & Beverages,,https://www.siampremiumoutlets.com/en/store,active,10,
desert-hills-premium-outlets-and-pasta,desert-hills-premium-outlets,&Pasta,Food & Beverages,,https://www.premiumoutlets.com/outlet/desert-hills/stores/print,active,1,
desert-hills-premium-outlets-birba,desert-hills-premium-outlets,Birba,Food & Beverages,,https://www.premiumoutlets.com/outlet/desert-hills/stores/print,active,2,
desert-hills-premium-outlets-bkk78-street-food,desert-hills-premium-outlets,BKK78 STREET FOOD,Food & Beverages,,https://www.premiumoutlets.com/outlet/desert-hills/stores/print,active,3,
desert-hills-premium-outlets-bkk78-west-village,desert-hills-premium-outlets,BKK78 West Village,Food & Beverages,,https://www.premiumoutlets.com/outlet/desert-hills/stores/print,active,4,
desert-hills-premium-outlets-boba-station,desert-hills-premium-outlets,Boba Station,Food & Beverages,,https://www.premiumoutlets.com/outlet/desert-hills/stores/print,active,5,
desert-hills-premium-outlets-crazy-cup-taquitos,desert-hills-premium-outlets,Crazy Cup Taquitos,Food & Beverages,,https://www.premiumoutlets.com/outlet/desert-hills/stores/print,active,6,
desert-hills-premium-outlets-five-guys,desert-hills-premium-outlets,Five Guys,Food & Beverages,,https://www.premiumoutlets.com/outlet/desert-hills/stores/print,active,7,
desert-hills-premium-outlets-hokulia,desert-hills-premium-outlets,Hokulia,Food & Beverages,,https://www.premiumoutlets.com/outlet/desert-hills/stores/print,active,8,
desert-hills-premium-outlets-kahala-coffee-traders,desert-hills-premium-outlets,Kahala Coffee Traders,Cafe,,https://www.premiumoutlets.com/outlet/desert-hills/stores/print,active,9,
desert-hills-premium-outlets-meat-me,desert-hills-premium-outlets,Meat Me,Food & Beverages,,https://www.premiumoutlets.com/outlet/desert-hills/stores/print,active,10,
desert-hills-premium-outlets-sbarro,desert-hills-premium-outlets,Sbarro,Food & Beverages,,https://www.premiumoutlets.com/outlet/desert-hills/stores/print,active,11,
desert-hills-premium-outlets-the-wok-360,desert-hills-premium-outlets,The Wok 360,Food & Beverages,,https://www.premiumoutlets.com/outlet/desert-hills/stores/print,active,12,
